Time (s),Thrust (N),Oxidizer Tank Pressure (kPa),Combustion Chamber Pressure (kPa),Injector Pressure Drop (kPa),Oxidizer Mass (kg),Fuel Mass (kg),Oxidizer Mass Flow Rate (kg/s),Fuel Mass Flow Rate (kg/s),Exhaust Mass Flow Rate (kg/s),Oxidizer to Fuel Ratio,Grain ID (cm),Regression Rate (mm/s)
2.124,1873.1009,3750.8241,2105.1289,0,1.5946529,2.2573024,1.5121733,0.4569147,1.3025996,3.3095309,5.1837092,0.0051132235
2.126,1872.8765,3749.5906,2104.9039,0,1.5916293,2.2563887,1.5117753,0.45682811,1.3024942,3.3092869,5.1857533,0.0051102374
2.128,1872.652,3748.3571,2104.6787,0,1.5886066,2.2554752,1.5113771,0.45674152,1.3023887,3.3090425,5.1877962,0.0051072548
2.13,1872.4273,3747.1236,2104.4534,0,1.5855846,2.2545619,1.5109788,0.45665493,1.3022832,3.3087977,5.1898379,0.0051042757
2.132,1872.2025,3745.8902,2104.2279,0,1.5825634,2.2536488,1.5105804,0.45656833,1.3021776,3.3085527,5.1918784,0.0051013002
2.134,1871.9775,3744.6567,2104.0023,0,1.5795431,2.2527358,1.5101818,0.45648174,1.302072,3.3083072,5.1939177,0.0050983281
2.136,1871.7524,3743.4232,2103.7766,0,1.5765235,2.251823,1.5097832,0.45639514,1.3019664,3.3080615,5.1959559,0.0050953595
2.138,1871.5271,3742.1897,2103.5507,0,1.5735047,2.2509104,1.5093844,0.45630854,1.3018607,3.3078154,5.1979928,0.0050923943
2.14,1871.3017,3740.9562,2103.3247,0,1.5704868,2.249998,1.5089855,0.45622194,1.3017549,3.307569,5.2000286,0.0050894327
2.142,1871.0762,3739.7227,2103.0985,0,1.5674696,2.2490857,1.5085865,0.45613533,1.3016491,3.3073222,5.2020632,0.0050864744
2.144,1870.8505,3738.4892,2102.8722,0,1.5644532,2.2481736,1.5081874,0.45604873,1.3015433,3.3070751,5.2040966,0.0050835197
2.146,1870.6246,3737.2557,2102.6457,0,1.5614377,2.2472617,1.5077881,0.45596212,1.3014374,3.3068276,5.2061288,0.0050805683
2.148,1870.3986,3736.0222,2102.4191,0,1.5584229,2.2463499,1.5073888,0.45587551,1.3013315,3.3065798,5.2081599,0.0050776205
2.15,1870.1725,3734.7888,2102.1923,0,1.5554089,2.2454384,1.5069893,0.4557889,1.3012255,3.3063317,5.2101897,0.005074676
2.152,1869.9462,3733.5553,2101.9654,0,1.5523957,2.244527,1.5065897,0.45570228,1.3011195,3.3060833,5.2122184,0.0050717349
2.154,1869.7198,3732.3218,2101.7383,0,1.5493833,2.2436157,1.50619,0.45561566,1.3010134,3.3058345,5.214246,0.0050687973
2.156,1869.4932,3731.0883,2101.5111,0,1.5463718,2.2427047,1.5057901,0.45552904,1.3009073,3.3055853,5.2162723,0.005065863
2.158,1869.2665,3729.8548,2101.2838,0,1.543361,2.2417938,1.5053902,0.45544242,1.3008011,3.3053358,5.2182975,0.0050629322
2.16,1869.0396,3728.6213,2101.0563,0,1.540351,2.2408831,1.5049901,0.4553558,1.3006949,3.305086,5.2203215,0.0050600047
2.162,1868.8126,3727.3878,2100.8286,0,1.5373418,2.2399725,1.5045899,0.45526917,1.3005887,3.3048358,5.2223443,0.0050570806
2.164,1868.5855,3726.1543,2100.6008,0,1.5343334,2.2390622,1.5041895,0.45518254,1.3004823,3.3045853,5.224366,0.0050541598
2.166,1868.3582,3724.9208,2100.3729,0,1.5313259,2.238152,1.5037891,0.4550959,1.300376,3.3043345,5.2263865,0.0050512425
2.168,1868.1307,3723.6874,2100.1448,0,1.5283191,2.237242,1.5033885,0.45500927,1.3002696,3.3040833,5.2284058,0.0050483285
2.17,1867.9031,3722.4539,2099.9166,0,1.5253131,2.2363321,1.5029878,0.45492263,1.3001632,3.3038318,5.230424,0.0050454178
2.172,1867.6754,3721.2204,2099.6882,0,1.5223079,2.2354224,1.502587,0.45483598,1.3000567,3.30358,5.232441,0.0050425104
2.174,1867.4475,3719.9869,2099.4597,0,1.5193036,2.2345129,1.5021861,0.45474934,1.2999501,3.3033278,5.2344568,0.0050396064
2.176,1867.2195,3718.7534,2099.2311,0,1.5163,2.2336036,1.5017851,0.45466269,1.2998436,3.3030753,5.2364715,0.0050367057
2.178,1866.9913,3717.5199,2099.0023,0,1.5132972,2.2326945,1.5013839,0.45457604,1.2997369,3.3028224,5.238485,0.0050338083
2.18,1866.763,3716.2864,2098.7733,0,1.5102953,2.2317855,1.5009826,0.45448938,1.2996303,3.3025692,5.2404974,0.0050309143
2.182,1866.5346,3715.0529,2098.5442,0,1.5072941,2.2308767,1.5005812,0.45440272,1.2995236,3.3023156,5.2425086,0.0050280235
2.184,1866.306,3713.8194,2098.315,0,1.5042937,2.2299681,1.5001797,0.45431606,1.2994168,3.3020618,5.2445187,0.005025136
2.186,1866.0772,3712.5859,2098.0856,0,1.5012942,2.2290596,1.499778,0.45422939,1.29931,3.3018075,5.2465276,0.0050222518
2.188,1865.8484,3711.3525,2097.8561,0,1.4982954,2.2281513,1.4993763,0.45414272,1.2992031,3.301553,5.2485353,0.0050193708
2.19,1865.6193,3710.119,2097.6264,0,1.4952975,2.2272432,1.4989744,0.45405605,1.2990962,3.3012981,5.2505419,0.0050164932
2.192,1865.3901,3708.8855,2097.3966,0,1.4923003,2.2263353,1.4985723,0.45396937,1.2989893,3.3010429,5.2525473,0.0050136187
2.194,1865.1608,3707.652,2097.1667,0,1.489304,2.2254275,1.4981702,0.45388269,1.2988823,3.3007873,5.2545516,0.0050107476
2.196,1864.9314,3706.4185,2096.9366,0,1.4863085,2.2245199,1.4977679,0.453796,1.2987753,3.3005314,5.2565548,0.0050078797
2.198,1864.7018,3705.185,2096.7063,0,1.4833137,2.2236125,1.4973656,0.45370931,1.2986682,3.3002751,5.2585568,0.005005015
2.2,1864.472,3703.9515,2096.4759,0,1.4803198,2.2227052,1.4969631,0.45362262,1.2985611,3.3000186,5.2605577,0.0050021535
2.202,1864.2421,3702.718,2096.2454,0,1.4773267,2.2217982,1.4965604,0.45353592,1.2984539,3.2997616,5.2625574,0.0049992953
2.204,1864.0121,3701.4845,2096.0147,0,1.4743344,2.2208913,1.4961577,0.45344922,1.2983467,3.2995044,5.264556,0.0049964403
2.206,1863.7819,3700.2511,2095.7839,0,1.4713429,2.2199845,1.4957548,0.45336252,1.2982394,3.2992468,5.2665534,0.0049935884
2.208,1863.5516,3699.0176,2095.5529,0,1.4683522,2.219078,1.4953518,0.45327581,1.2981321,3.2989888,5.2685497,0.0049907398
2.21,1863.3211,3697.7841,2095.3218,0,1.4653623,2.2181716,1.4949487,0.45318909,1.2980247,3.2987306,5.2705448,0.0049878944
2.212,1863.0905,3696.5506,2095.0906,0,1.4623732,2.2172654,1.4945455,0.45310237,1.2979173,3.298472,5.2725389,0.0049850522
2.214,1862.8597,3695.3171,2094.8592,0,1.4593849,2.2163594,1.4941421,0.45301565,1.2978099,3.298213,5.2745318,0.0049822131
2.216,1862.6288,3694.0836,2094.6276,0,1.4563974,2.2154535,1.4937386,0.45292892,1.2977024,3.2979537,5.2765235,0.0049793772
2.218,1862.3978,3692.8501,2094.396,0,1.4534107,2.2145478,1.493335,0.45284219,1.2975949,3.2976941,5.2785141,0.0049765445
2.22,1862.1666,3691.6166,2094.1641,0,1.4504249,2.2136423,1.4929313,0.45275545,1.2974873,3.2974342,5.2805036,0.0049737149
2.222,1861.9353,3690.3831,2093.9322,0,1.4474398,2.212737,1.4925275,0.45266871,1.2973797,3.2971739,5.282492,0.0049708884
2.224,1861.7038,3689.1497,2093.7001,0,1.4444556,2.2118318,1.4921235,0.45258197,1.297272,3.2969132,5.2844792,0.0049680651
2.226,1861.4722,3687.9162,2093.4678,0,1.4414721,2.2109268,1.4917194,0.45249521,1.2971643,3.2966523,5.2864653,0.004965245
2.228,1861.2405,3686.6827,2093.2354,0,1.4384895,2.210022,1.4913152,0.45240846,1.2970565,3.296391,5.2884503,0.0049624279
2.23,1861.0086,3685.4492,2093.0029,0,1.4355077,2.2091174,1.4909108,0.4523217,1.2969487,3.2961293,5.2904341,0.004959614
2.232,1860.7765,3684.2157,2092.7702,0,1.4325267,2.2082129,1.4905063,0.45223493,1.2968409,3.2958673,5.2924168,0.0049568032
2.234,1860.5443,3682.9822,2092.5374,0,1.4295465,2.2073086,1.4901017,0.45214816,1.296733,3.295605,5.2943984,0.0049539955
2.236,1860.312,3681.7487,2092.3044,0,1.4265671,2.2064045,1.489697,0.45206138,1.296625,3.2953424,5.2963789,0.0049511909
2.238,1860.0795,3680.5152,2092.0713,0,1.4235885,2.2055005,1.4892922,0.4519746,1.2965171,3.2950794,5.2983583,0.0049483894
2.24,1859.8469,3679.2817,2091.838,0,1.4206107,2.2045968,1.4888872,0.45188781,1.296409,3.2948161,5.3003365,0.0049455909
2.242,1859.6142,3678.0482,2091.6046,0,1.4176337,2.2036932,1.4884821,0.45180102,1.2963009,3.2945524,5.3023136,0.0049427956
2.244,1859.3813,3676.8148,2091.3711,0,1.4146576,2.2027897,1.4880769,0.45171422,1.2961928,3.2942884,5.3042896,0.0049400033
2.246,1859.1483,3675.5813,2091.1374,0,1.4116822,2.2018865,1.4876716,0.45162742,1.2960847,3.2940241,5.3062645,0.0049372141
2.248,1858.9151,3674.3478,2090.9036,0,1.4087077,2.2009834,1.4872661,0.45154061,1.2959765,3.2937594,5.3082383,0.0049344279
2.25,1858.6818,3673.1143,2090.6696,0,1.405734,2.2000805,1.4868605,0.4514538,1.2958682,3.2934944,5.3102109,0.0049316447
2.252,1858.4483,3671.8808,2090.4355,0,1.4027611,2.1991777,1.4864548,0.45136698,1.2957599,3.293229,5.3121825,0.0049288646
2.254,1858.2147,3670.6473,2090.2013,0,1.399789,2.1982752,1.486049,0.45128015,1.2956516,3.2929633,5.3141529,0.0049260876
2.256,1857.981,3669.4138,2089.9669,0,1.3968177,2.1973728,1.485643,0.45119332,1.2955432,3.2926973,5.3161222,0.0049233136
2.258,1857.7471,3668.1803,2089.7324,0,1.3938472,2.1964706,1.4852369,0.45110648,1.2954347,3.292431,5.3180905,0.0049205425
2.26,1857.513,3666.9468,2089.4977,0,1.3908776,2.1955685,1.4848307,0.45101964,1.2953263,3.2921643,5.3200576,0.0049177745
2.262,1857.2789,3665.7134,2089.2629,0,1.3879087,2.1946667,1.4844244,0.45093279,1.2952177,3.2918972,5.3220236,0.0049150095
2.264,1857.0446,3664.4799,2089.0279,0,1.3849407,2.193765,1.4840179,0.45084593,1.2951092,3.2916299,5.3239885,0.0049122475
2.266,1856.8101,3663.2464,2088.7928,0,1.3819735,2.1928635,1.4836113,0.45075907,1.2950006,3.2913622,5.3259523,0.0049094885
2.268,1856.5755,3662.0129,2088.5576,0,1.379007,2.1919621,1.4832046,0.4506722,1.2948919,3.2910941,5.327915,0.0049067325
2.27,1856.3408,3660.7794,2088.3222,0,1.3760414,2.191061,1.4827978,0.45058533,1.2947832,3.2908258,5.3298765,0.0049039795
2.272,1856.1059,3659.5459,2088.0866,0,1.3730767,2.19016,1.4823908,0.45049845,1.2946745,3.290557,5.331837,0.0049012294
2.274,1855.8709,3658.3124,2087.851,0,1.3701127,2.1892591,1.4819837,0.45041156,1.2945657,3.290288,5.3337964,0.0048984823
2.276,1855.6357,3657.0789,2087.6152,0,1.3671495,2.1883585,1.4815765,0.45032467,1.2944569,3.2900186,5.3357547,0.0048957382
2.278,1855.4004,3655.8454,2087.3792,0,1.3641872,2.187458,1.4811692,0.45023777,1.294348,3.2897489,5.3377119,0.004892997
2.28,1855.165,3654.612,2087.1431,0,1.3612257,2.1865577,1.4807617,0.45015086,1.2942391,3.2894788,5.339668,0.0048902587
2.282,1854.9294,3653.3785,2086.9069,0,1.358265,2.1856576,1.4803541,0.45006395,1.2941301,3.2892084,5.341623,0.0048875234
2.284,1854.6937,3652.145,2086.6705,0,1.3553051,2.1847576,1.4799464,0.44997703,1.2940211,3.2889377,5.343577,0.004884791
2.286,1854.4578,3650.9115,2086.434,0,1.352346,2.1838578,1.4795386,0.4498901,1.293912,3.2886666,5.3455298,0.0048820616
2.288,1854.2218,3649.678,2086.1974,0,1.3493877,2.1829582,1.4791306,0.44980317,1.2938029,3.2883952,5.3474815,0.004879335
2.29,1853.9857,3648.4445,2085.9606,0,1.3464303,2.1820588,1.4787225,0.44971623,1.2936938,3.2881235,5.3494322,0.0048766114
2.292,1853.7494,3647.211,2085.7236,0,1.3434737,2.1811596,1.4783143,0.44962928,1.2935846,3.2878514,5.3513817,0.0048738907
2.294,1853.5129,3645.9775,2085.4865,0,1.3405179,2.1802605,1.4779059,0.44954232,1.2934754,3.287579,5.3533302,0.0048711728
2.296,1853.2764,3644.744,2085.2493,0,1.3375629,2.1793616,1.4774974,0.44945536,1.2933661,3.2873062,5.3552776,0.0048684579
2.298,1853.0397,3643.5106,2085.012,0,1.3346087,2.1784628,1.4770888,0.44936839,1.2932568,3.2870332,5.3572239,0.0048657459
2.3,1852.8028,3642.2771,2084.7745,0,1.3316553,2.1775643,1.4766801,0.44928142,1.2931474,3.2867597,5.3591691,0.0048630367
2.302,1852.5658,3641.0436,2084.5368,0,1.3287028,2.1766659,1.4762712,0.44919444,1.293038,3.286486,5.3611132,0.0048603304
2.304,1852.3287,3639.8101,2084.299,0,1.3257511,2.1757677,1.4758622,0.44910745,1.2929286,3.2862119,5.3630563,0.004857627
2.306,1852.0914,3638.5766,2084.0611,0,1.3228002,2.1748696,1.4754531,0.44902045,1.2928191,3.2859375,5.3649982,0.0048549264
2.308,1851.854,3637.3431,2083.823,0,1.3198501,2.1739717,1.4750439,0.44893344,1.2927095,3.2856627,5.3669391,0.0048522287
2.31,1851.6164,3636.1096,2083.5848,0,1.3169008,2.1730741,1.4746345,0.44884643,1.2926,3.2853876,5.3688789,0.0048495338
2.312,1851.3788,3634.8761,2083.3465,0,1.3139523,2.1721765,1.474225,0.44875941,1.2924903,3.2851122,5.3708177,0.0048468418
2.314,1851.1409,3633.6426,2083.108,0,1.3110047,2.1712792,1.4738154,0.44867238,1.2923807,3.2848364,5.3727553,0.0048441526
2.316,1850.9029,3632.4091,2082.8694,0,1.3080579,2.170382,1.4734056,0.44858535,1.292271,3.2845603,5.3746919,0.0048414662
2.318,1850.6648,3631.1757,2082.6306,0,1.3051119,2.169485,1.4729957,0.4484983,1.2921612,3.2842838,5.3766274,0.0048387826
2.32,1850.4266,3629.9422,2082.3917,0,1.3021667,2.1685882,1.4725857,0.44841125,1.2920514,3.284007,5.3785619,0.0048361019
2.322,1850.1882,3628.7087,2082.1526,0,1.2992224,2.1676916,1.4721756,0.44832419,1.2919416,3.2837299,5.3804952,0.004833424
2.324,1849.9496,3627.4752,2081.9134,0,1.2962789,2.1667951,1.4717653,0.44823713,1.2918317,3.2834525,5.3824275,0.0048307488
2.326,1849.711,3626.2417,2081.6741,0,1.2933362,2.1658988,1.4713549,0.44815005,1.2917217,3.2831747,5.3843588,0.0048280765
2.328,1849.4722,3625.0082,2081.4346,0,1.2903943,2.1650027,1.4709444,0.44806297,1.2916118,3.2828965,5.3862889,0.004825407
2.33,1849.2332,3623.7747,2081.195,0,1.2874532,2.1641067,1.4705337,0.44797588,1.2915017,3.2826181,5.388218,0.0048227402
2.332,1848.9941,3622.5412,2080.9553,0,1.284513,2.1632109,1.4701229,0.44788878,1.2913917,3.2823393,5.3901461,0.0048200762
2.334,1848.7549,3621.3077,2080.7154,0,1.2815735,2.1623153,1.469712,0.44780167,1.2912816,3.2820601,5.392073,0.004817415
2.336,1848.5155,3620.0743,2080.4754,0,1.2786349,2.1614199,1.469301,0.44771456,1.2911714,3.2817807,5.3939989,0.0048147566
2.338,1848.276,3618.8408,2080.2352,0,1.2756971,2.1605246,1.4688898,0.44762743,1.2910612,3.2815009,5.3959238,0.0048121009
2.34,1848.0363,3617.6073,2079.9949,0,1.2727602,2.1596296,1.4684785,0.4475403,1.290951,3.2812207,5.3978476,0.0048094479
2.342,1847.7965,3616.3738,2079.7544,0,1.2698241,2.1587346,1.4680671,0.44745316,1.2908407,3.2809402,5.3997703,0.0048067978
2.344,1847.5566,3615.1403,2079.5138,0,1.2668887,2.1578399,1.4676555,0.44736601,1.2907304,3.2806594,5.4016919,0.0048041503
2.346,1847.3165,3613.9068,2079.2731,0,1.2639543,2.1569454,1.4672438,0.44727886,1.29062,3.2803783,5.4036125,0.0048015056
2.348,1847.0763,3612.6733,2079.0322,0,1.2610206,2.156051,1.466832,0.44719169,1.2905096,3.2800968,5.4055321,0.0047988636
2.35,1846.836,3611.4398,2078.7912,0,1.2580878,2.1551568,1.4664201,0.44710451,1.2903992,3.279815,5.4074506,0.0047962243
2.352,1846.5955,3610.2063,2078.5501,0,1.2551557,2.1542627,1.466008,0.44701733,1.2902887,3.2795328,5.409368,0.0047935878
2.354,1846.3548,3608.9729,2078.3088,0,1.2522245,2.1533689,1.4655958,0.44693014,1.2901781,3.2792503,5.4112844,0.0047909539
2.356,1846.1141,3607.7394,2078.0673,0,1.2492942,2.1524752,1.4651835,0.44684294,1.2900675,3.2789675,5.4131997,0.0047883228
2.358,1845.8732,3606.5059,2077.8258,0,1.2463646,2.1515817,1.464771,0.44675573,1.2899569,3.2786843,5.415114,0.0047856944
2.36,1845.6321,3605.2724,2077.5841,0,1.2434359,2.1506883,1.4643584,0.44666851,1.2898462,3.2784008,5.4170272,0.0047830686
2.362,1845.3909,3604.0389,2077.3422,0,1.240508,2.1497952,1.4639457,0.44658128,1.2897355,3.278117,5.4189394,0.0047804456
2.364,1845.1496,3602.8054,2077.1002,0,1.237581,2.1489022,1.4635328,0.44649404,1.2896248,3.2778328,5.4208505,0.0047778252
2.366,1844.9081,3601.5719,2076.8581,0,1.2346547,2.1480094,1.4631198,0.44640679,1.289514,3.2775483,5.4227606,0.0047752075
2.368,1844.6665,3600.3384,2076.6158,0,1.2317293,2.1471167,1.4627067,0.44631954,1.2894031,3.2772634,5.4246696,0.0047725924
2.37,1844.4248,3599.1049,2076.3734,0,1.2288047,2.1462243,1.4622934,0.44623227,1.2892922,3.2769782,5.4265776,0.0047699801
2.372,1844.1829,3597.8714,2076.1309,0,1.225881,2.145332,1.4618801,0.446145,1.2891813,3.2766927,5.4284846,0.0047673703
2.374,1843.9409,3596.638,2075.8882,0,1.222958,2.1444399,1.4614665,0.44605771,1.2890703,3.2764068,5.4303905,0.0047647633
2.376,1843.6987,3595.4045,2075.6453,0,1.2200359,2.1435479,1.4610529,0.44597042,1.2889593,3.2761206,5.4322954,0.0047621588
2.378,1843.4564,3594.171,2075.4024,0,1.2171146,2.1426562,1.4606391,0.44588312,1.2888482,3.2758341,5.4341992,0.0047595571
2.38,1843.214,3592.9375,2075.1593,0,1.2141942,2.1417646,1.4602252,0.4457958,1.2887371,3.2755472,5.436102,0.0047569579
2.382,1842.9714,3591.704,2074.916,0,1.2112746,2.1408731,1.4598112,0.44570848,1.288626,3.27526,5.4380037,0.0047543614
2.384,1842.7287,3590.4705,2074.6727,0,1.2083558,2.1399819,1.459397,0.44562115,1.2885148,3.2749725,5.4399044,0.0047517675
2.386,1842.4858,3589.237,2074.4291,0,1.2054378,2.1390908,1.4589827,0.44553381,1.2884036,3.2746846,5.4418041,0.0047491762
2.388,1842.2428,3588.0035,2074.1855,0,1.2025207,2.1381999,1.4585683,0.44544646,1.2882923,3.2743964,5.4437027,0.0047465875
2.39,1841.9997,3586.77,2073.9417,0,1.1996044,2.1373092,1.4581537,0.4453591,1.288181,3.2741079,5.4456003,0.0047440014
2.392,1841.7564,3585.5366,2073.6977,0,1.1966889,2.1364187,1.457739,0.44527172,1.2880696,3.273819,5.4474969,0.0047414179
2.394,1841.513,3584.3031,2073.4536,0,1.1937742,2.1355283,1.4573242,0.44518434,1.2879582,3.2735298,5.4493924,0.004738837
2.396,1841.2694,3583.0696,2073.2094,0,1.1908604,2.1346381,1.4569092,0.44509695,1.2878468,3.2732402,5.4512869,0.0047362587
2.398,1841.0257,3581.8361,2072.9651,0,1.1879474,2.1337481,1.4564941,0.44500955,1.2877353,3.2729503,5.4531804,0.004733683
2.4,1840.7819,3580.6026,2072.7206,0,1.1850353,2.1328583,1.4560789,0.44492214,1.2876237,3.2726601,5.4550728,0.0047311099
2.402,1840.5379,3579.3691,2072.4759,0,1.1821239,2.1319686,1.4556636,0.44483472,1.2875121,3.2723695,5.4569643,0.0047285393
2.404,1840.2938,3578.1356,2072.2312,0,1.1792135,2.1310791,1.4552481,0.44474728,1.2874005,3.2720786,5.4588546,0.0047259713
2.406,1840.0496,3576.9021,2071.9862,0,1.1763038,2.1301898,1.4548325,0.44465984,1.2872889,3.2717874,5.460744,0.0047234058
2.408,1839.8052,3575.6686,2071.7412,0,1.173395,2.1293006,1.4544167,0.44457239,1.2871772,3.2714958,5.4626323,0.0047208429
2.41,1839.5607,3574.4352,2071.496,0,1.170487,2.1284117,1.4540008,0.44448493,1.2870654,3.2712039,5.4645197,0.0047182826
2.412,1839.316,3573.2017,2071.2507,0,1.1675798,2.1275229,1.4535848,0.44439745,1.2869536,3.2709116,5.4664059,0.0047157248
2.414,1839.0712,3571.9682,2071.0052,0,1.1646734,2.1266342,1.4531686,0.44430997,1.2868418,3.270619,5.4682912,0.0047131695
2.416,1838.8263,3570.7347,2070.7596,0,1.1617679,2.1257458,1.4527524,0.44422247,1.2867299,3.2703261,5.4701755,0.0047106168
2.418,1838.5812,3569.5012,2070.5138,0,1.1588633,2.1248575,1.4523359,0.44413497,1.286618,3.2700329,5.4720587,0.0047080665
2.42,1838.336,3568.2677,2070.268,0,1.1559594,2.1239694,1.4519194,0.44404745,1.286506,3.2697393,5.4739409,0.0047055188
2.422,1838.0906,3567.0342,2070.0219,0,1.1530564,2.1230815,1.4515027,0.44395992,1.286394,3.2694453,5.4758221,0.0047029737
2.424,1837.8451,3565.8007,2069.7758,0,1.1501543,2.1221938,1.4510859,0.44387238,1.286282,3.2691511,5.4777023,0.004700431
2.426,1837.5995,3564.5672,2069.5295,0,1.1472529,2.1213062,1.4506689,0.44378483,1.2861699,3.2688564,5.4795814,0.0046978908
2.428,1837.3537,3563.3338,2069.283,0,1.1443524,2.1204188,1.4502518,0.44369727,1.2860577,3.2685615,5.4814596,0.0046953531
2.43,1837.1078,3562.1003,2069.0365,0,1.1414527,2.1195316,1.4498346,0.4436097,1.2859455,3.2682662,5.4833367,0.0046928179
2.432,1836.8618,3560.8668,2068.7897,0,1.1385539,2.1186445,1.4494173,0.44352212,1.2858333,3.2679706,5.4852128,0.0046902852
2.434,1836.6156,3559.6333,2068.5429,0,1.1356559,2.1177577,1.4489998,0.44343453,1.2857211,3.2676747,5.4870879,0.004687755
2.436,1836.3692,3558.3998,2068.2959,0,1.1327587,2.116871,1.4485821,0.44334692,1.2856088,3.2673784,5.488962,0.0046852273
2.438,1836.1228,3557.1663,2068.0487,0,1.1298624,2.1159845,1.4481644,0.44325931,1.2854964,3.2670817,5.4908351,0.004682702
2.44,1835.8762,3555.9328,2067.8015,0,1.1269669,2.1150981,1.4477465,0.44317168,1.285384,3.2667848,5.4927071,0.0046801792
2.442,1835.6294,3554.6993,2067.5541,0,1.1240723,2.1142119,1.4473285,0.44308404,1.2852716,3.2664875,5.4945782,0.0046776589
2.444,1835.3826,3553.4658,2067.3065,0,1.1211784,2.113326,1.4469103,0.44299639,1.2851591,3.2661898,5.4964483,0.004675141
2.446,1835.1355,3552.2323,2067.0588,0,1.1182855,2.1124401,1.446492,0.44290873,1.2850466,3.2658919,5.4983173,0.0046726255
2.448,1834.8884,3550.9989,2066.811,0,1.1153933,2.1115545,1.4460736,0.44282106,1.284934,3.2655935,5.5001854,0.0046701126
2.45,1834.6411,3549.7654,2066.563,0,1.112502,2.110669,1.445655,0.44273337,1.2848214,3.2652949,5.5020524,0.004667602
2.452,1834.3937,3548.5319,2066.3149,0,1.1096115,2.1097837,1.4452363,0.44264568,1.2847088,3.2649959,5.5039184,0.0046650939
2.454,1834.1461,3547.2984,2066.0667,0,1.1067219,2.1088986,1.4448175,0.44255797,1.2845961,3.2646966,5.5057835,0.0046625882
2.456,1833.8984,3546.0649,2065.8183,0,1.1038331,2.1080137,1.4443985,0.44247025,1.2844833,3.2643969,5.5076475,0.0046600849
2.458,1833.6506,3544.8314,2065.5698,0,1.1009451,2.1071289,1.4439794,0.44238252,1.2843706,3.2640969,5.5095105,0.004657584
2.46,1833.4026,3543.5979,2065.3211,0,1.098058,2.1062443,1.4435602,0.44229477,1.2842577,3.2637966,5.5113726,0.0046550856
2.462,1833.1544,3542.3644,2065.0723,0,1.0951717,2.1053599,1.4431408,0.44220702,1.2841449,3.2634959,5.5132336,0.0046525896
2.464,1832.9062,3541.1309,2064.8234,0,1.0922863,2.1044757,1.4427213,0.44211925,1.284032,3.2631949,5.5150936,0.0046500959
2.466,1832.6578,3539.8975,2064.5743,0,1.0894017,2.1035916,1.4423016,0.44203147,1.283919,3.2628936,5.5169527,0.0046476047
2.468,1832.4093,3538.664,2064.3251,0,1.0865179,2.1027077,1.4418819,0.44194368,1.283806,3.2625919,5.5188107,0.0046451158
2.47,1832.1606,3537.4305,2064.0758,0,1.083635,2.101824,1.4414619,0.44185587,1.283693,3.2622899,5.5206678,0.0046426294
2.472,1831.9118,3536.197,2063.8263,0,1.0807529,2.1009405,1.4410419,0.44176806,1.2835799,3.2619875,5.5225238,0.0046401453
2.474,1831.6628,3534.9635,2063.5767,0,1.0778717,2.1000571,1.4406217,0.44168023,1.2834668,3.2616848,5.5243789,0.0046376636
2.476,1831.4137,3533.73,2063.3269,0,1.0749913,2.0991739,1.4402014,0.44159239,1.2833537,3.2613818,5.526233,0.0046351843
2.478,1831.1645,3532.4965,2063.077,0,1.0721117,2.0982909,1.4397809,0.44150454,1.2832405,3.2610784,5.5280861,0.0046327073
2.48,1830.9151,3531.263,2062.827,0,1.069233,2.0974081,1.4393603,0.44141667,1.2831272,3.2607747,5.5299382,0.0046302327
2.482,1830.6656,3530.0295,2062.5768,0,1.0663551,2.0965254,1.4389396,0.44132879,1.2830139,3.2604706,5.5317893,0.0046277604
2.484,1830.416,3528.7961,2062.3265,0,1.0634781,2.0956429,1.4385187,0.4412409,1.2829006,3.2601663,5.5336394,0.0046252905
2.486,1830.1662,3527.5626,2062.076,0,1.0606019,2.0947606,1.4380977,0.441153,1.2827872,3.2598615,5.5354885,0.004622823
2.488,1829.9163,3526.3291,2061.8254,0,1.0577265,2.0938785,1.4376765,0.44106508,1.2826738,3.2595565,5.5373367,0.0046203578
2.49,1829.6663,3525.0956,2061.5747,0,1.054852,2.0929966,1.4372553,0.44097715,1.2825604,3.2592511,5.5391838,0.0046178949
2.492,1829.4161,3523.8621,2061.3238,0,1.0519783,2.0921148,1.4368338,0.44088921,1.2824469,3.2589453,5.54103,0.0046154343
2.494,1829.1658,3522.6286,2061.0728,0,1.0491055,2.0912332,1.4364123,0.44080126,1.2823333,3.2586393,5.5428752,0.0046129761
2.496,1828.9153,3521.3951,2060.8217,0,1.0462335,2.0903518,1.4359906,0.44071329,1.2822198,3.2583328,5.5447194,0.0046105202
2.498,1828.6647,3520.1616,2060.5704,0,1.0433624,2.0894705,1.4355688,0.44062531,1.2821061,3.2580261,5.5465626,0.0046080666
2.5,1828.4139,3518.9281,2060.319,0,1.0404921,2.0885894,1.4351468,0.44053732,1.2819925,3.257719,5.5484049,0.0046056154
2.502,1828.1631,3517.6947,2060.0674,0,1.0376227,2.0877085,1.4347247,0.44044931,1.2818787,3.2574116,5.5502461,0.0046031664
2.504,1827.912,3516.4612,2059.8157,0,1.0347541,2.0868278,1.4343024,0.44036129,1.281765,3.2571038,5.5520864,0.0046007197
2.506,1827.6609,3515.2277,2059.5639,0,1.0318863,2.0859473,1.4338801,0.44027326,1.2816512,3.2567957,5.5539257,0.0045982753
